Year,Total Expenditure,"Critical Illness rate (per 10,000 population)",Life Expectancy,Province_Alberta,Province_British Columbia,Province_Manitoba,Province_New Brunswick,Province_Newfoundland and Labrador,Province_Northwest Territories,Province_Nova Scotia,Province_Nunavut,Province_Ontario,Province_Prince Edward Island,Province_Quebec,Province_Saskatchewan,Province_Yukon
2004,0,535.6,78.95,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,0,550.5,79.38,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,0,558.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,0,617.2,80.09,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,0,594.7,80.13,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,0,600.5,80.08,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,0,575.4,80.44,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,0,611.5,80.56,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,0,623.2,80.88,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,0,618.3,80.73,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,0,624.6,80.95,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,0,636.1,81.28,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,0,612.7,81.76,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,0,637.8,81.88,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,0,597.7,81.77,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,0,645.1,81.58,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,87120634,625.0,81.8,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,102528637,650.7,81.86,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,24767670,675.5,82.01,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,0,680.2,82.1,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,730793839,512.56,78.75,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,718999289,535.6,78.95,0,0,0,0,0,0,0,0,0,1,0,0,0
2005,768888432,550.5,79.38,0,0,0,0,0,0,0,0,0,1,0,0,0
2006,799090495,558.5,79.66,0,0,0,0,0,0,0,0,0,1,0,0,0
2007,868503951,617.2,80.09,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,939144362,594.7,80.13,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,1053572018,600.5,80.08,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,1155182802,575.4,80.44,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,1271004401,611.5,80.56,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,1300421784,623.2,80.88,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,1311372602,618.3,80.73,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,1313006960,624.6,80.95,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1344157585,636.1,81.28,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,1398876168,612.7,81.76,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,1466118558,637.8,81.88,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,1540072098,597.7,81.77,0,0,0,0,0,0,0,0,0,1,0,0,0
2019,1632437956,645.1,81.58,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,1763381510,625.0,81.8,0,0,0,0,0,0,0,0,0,1,0,0,0
2021,1896284867,650.7,81.86,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,2030800387,675.5,82.01,0,0,0,0,0,0,0,0,0,1,0,0,0
2023,2245057379,680.2,82.1,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,2218280419,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,2311613117,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,2474210437,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,2727034340,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,2902749631,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,3055025211,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,3239944164,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,3369763633,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,3412002134,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,3467978492,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,3595052785,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,3725873441,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,3780228949,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,3818006396,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,3940839002,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,4058035825,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,4259197740,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,4501642822,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,4575476748,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,5228598883,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,5876623837,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,875086128,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,979790030,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,1054548939,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,1122906814,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,1168019315,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,1216802587,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,1265314766,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,1387468606,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,1464980612,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,1509034988,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,1531779326,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,1600515846,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,1621740465,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,1629922566,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,1681317366,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,1737306373,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,1813675044,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,1904310625,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,1997324954,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,2103140092,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,2138310612,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,34408163,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,34533672,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,38247513,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,52704628,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,52407369,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,51750764,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,52073334,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,55613047,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,55616923,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,58854664,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,59628987,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,63000306,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,67150411,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,70194747,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,69493114,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,74162141,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,77232954,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,70901728,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,78797696,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,78367985,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,85943094,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,340793236,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,369380091,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,402864345,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,438766561,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,450742871,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,476629996,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,522961323,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,553865512,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,574355138,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,568741287,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,572974949,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,565928720,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,580163281,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,580273460,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,598998704,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,621049902,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,653280890,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,690385471,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,711209872,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,725728425,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,762953139,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,116179940,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,112155980,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,130385104,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,228822898,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,287557650,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,300818726,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,324406738,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,349270199,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,290483712,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,279950358,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,255851090,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,253538355,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,249608338,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,223983983,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,221429028,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,238118195,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,243852338,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,252656719,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,491921755,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,652744831,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,562248621,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,86968764,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,91369995,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,112287633,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,122412883,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,135280333,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,143983573,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,139793690,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,137975584,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,141041052,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,145901394,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,140204031,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,133901374,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,127663808,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,114597113,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,119222684,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,127246230,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,127108098,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,130604502,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,141849723,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,153373112,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,172354261,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,253510435,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,276716508,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,282951124,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,311993775,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,341703638,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,360091188,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,358991486,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,556397063,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,648912026,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,766159065,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,601485240,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,628097926,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,651541412,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,679356686,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,707840922,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,732364832,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,753053851,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,767960721,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,823375918,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,921404909,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,986574587,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,0,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,0,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,0,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,0,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,0,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,0,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,0,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,0,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,0,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,0,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,0,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,0,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,0,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,0,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,0,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,0,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,0,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,736336774,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,898233974,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,220993906,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,0,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,4755161625,523.76,78.67,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,4946806815,543.7,78.98,0,0,0,0,0,0,1,0,0,0,0,0,0
2005,5397467899,576.8,79.11,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,5992277176,622.1,79.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,6481988098,617.0,79.58,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,6760418756,596.2,79.78,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,7080489224,592.6,79.94,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,7793818880,625.2,80.17,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,8284537561,612.8,80.25,0,0,0,0,0,0,1,0,0,0,0,0,0
2012,8543841857,646.8,80.34,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,8624987612,654.9,80.37,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,8758312859,651.5,80.48,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,8910870095,674.2,80.35,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,8954349339,680.8,80.43,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,9204599609,694.2,80.41,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,9541539069,674.1,80.47,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,10014318546,651.8,80.39,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,11247391159,660.9,80.46,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,12114055820,650.7,80.57,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,13118979184,656.4,80.63,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,13731812938,657.8,80.68,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,1821484784,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,1962032794,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,2082762967,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,2215505283,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,2408489329,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,2589459231,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,2744063039,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,2858504761,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,2890153768,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,2935536124,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,2962516687,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,2939717903,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,2978968393,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,2919096046,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,2946019688,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,3043520397,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,3150931427,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,3112305312,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,3360926687,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,3679577720,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,3830829482,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,689488141,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,752611486,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,796549785,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,850054303,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,903704870,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,972609651,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,1044099588,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,1095420643,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,1158824096,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,1190432719,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,1170558724,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,1186974938,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,1227255686,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,1269237903,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,1306642368,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,1337682787,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,1370644791,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,1383854878,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,1418546128,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,1513023598,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,1665881373,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,20794776,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,20161741,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,21019206,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,20451568,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,20679887,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,22964309,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,25041115,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,26710274,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,25975655,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,28205902,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,29484953,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,29495489,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,31325173,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,34844379,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,40968759,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,43507421,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,43960755,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,36015859,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,36562256,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,39757209,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,43631692,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,246352903,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,272006171,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,295934718,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,317603875,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,334584060,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,349607683,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,375299066,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,400809300,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,418675318,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,403324236,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,376780691,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,379644844,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,400964586,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,418530020,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,428811468,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,432542888,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,460449959,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,491486486,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,484949813,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,527489061,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,585478532,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,153490422,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,160048337,548.7,79.33,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,184732753,562.8,79.51,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,198912767,584.7,79.81,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,212252566,598.3,79.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,231971171,608.5,80.05,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,261475096,605.4,80.04,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,256135986,598.9,80.34,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,285451141,605.5,80.66,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,294750884,604.1,80.86,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,303888343,631.7,80.97,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,306687770,619.5,80.96,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,306223265,632.9,80.89,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,318087797,643.2,80.74,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,343200548,657.4,80.67,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,360048665,659.3,80.65,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,376002000,663.1,80.72,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,388293993,638.2,80.84,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,427203673,676.5,80.92,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,543630254,660.5,81.1,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,567406635,670.2,81.17,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,81048111,521.7,79.11,0,0,0,1,0,0,0,0,0,0,0,0,0
